Index, Weight,Height
2990,133.7103,67.40948
2991,131.2636,69.72564
2992,112.5541,66.96911
2993,118.0263,67.05246
2994,127.3013,68.0873
2995,125.7998,70.4947
2996,126.259,68.59715
2997,119.3414,66.45012
2998,122.5965,67.24533
2999,135.3375,69.22665
3000,137.2091,68.4148
3001,143.7382,70.51338
3002,145.4599,70.63103
3003,133.1488,69.83323
3004,132.4917,69.76098
3005,126.8125,68.11679
3006,120.2043,66.53431
3007,127.177,71.0373
3008,119.1195,65.66484
3009,131.011,67.11404
3010,151.9596,70.93121
3011,147.9148,68.25011
3012,120.1896,67.04474
3013,121.6422,69.40034
3014,131.7405,68.35952
3015,105.584,65.7936
3016,125.1514,65.16867
3017,132.5808,64.31223
3018,116.5383,70.65237
3019,141.8528,68.04397
3020,130.1925,67.60186
3021,120.4606,67.58242
3022,128.9264,68.50821
3023,119.5386,65.84079
3024,137.8896,69.13492
3025,122.4403,68.00897
3026,129.7133,67.56761
3027,127.9067,66.79775
3028,146.7498,70.41567
3029,111.2623,66.6532
3030,138.8701,68.94427
3031,119.7773,69.2921
3032,128.0274,71.21679
3033,106.61,68.26773
3034,113.3707,65.73369
3035,106.5873,63.63362
3036,125.085,69.44197
3037,125.2055,67.08087
3038,123.3208,66.03614
3039,109.923,66.75256
3040,129.0132,69.05655
3041,108.5156,66.02949
3042,138.1906,67.62446
3043,121.1649,66.54145
3044,133.5965,71.4012
3045,132.5515,68.54057
3046,123.6908,66.23601
3047,148.3826,71.74579
3048,124.0167,64.8262
3049,150.4434,69.13628
3050,113.5616,63.85309
3051,118.8276,65.88387
3052,152.1525,70.20793
3053,121.8741,69.83569
3054,127.3143,66.51127
3055,147.2711,71.09805
3056,112.4456,64.60825
3057,137.7724,70.23276
3058,108.5133,64.68824
3059,124.8309,67.16361
3060,133.656,69.32709
3061,142.1525,68.45934
3062,125.4821,66.99209
3063,132.342,68.44693
3064,128.0697,67.41731
3065,120.7853,69.21256
3066,129.8998,65.23174
3067,117.499,65.42771
3068,121.0608,66.99225
3069,118.2405,69.66303
3070,117.7533,67.29207
3071,124.134,64.37238
3072,106.8616,68.90985
3073,124.5028,70.80439
3074,129.2788,68.7004
3075,113.5292,68.29255
3076,125.7542,65.50586
3077,121.0893,68.97897
3078,125.5083,69.65275
3079,133.7579,69.49526
3080,131.7656,66.61841
3081,117.407,64.46226
3082,131.1557,69.10304
3083,128.0879,67.86149
3084,107.8007,67.83106
3085,133.9987,67.66576
3086,123.2716,67.93384
3087,142.6244,71.95735
3088,115.1191,66.88443
3089,130.7929,71.25927
3090,111.3605,63.13444
3091,131.1771,70.25703
3092,109.8541,67.68872
3093,113.3017,63.45505
3094,117.9625,71.59334
3095,140.3001,68.69094
3096,122.4675,64.36556
3097,139.5953,68.84021
3098,130.4642,67.79238
3099,121.9744,65.97475
3100,106.8916,64.23339
3101,113.5834,65.46597
3102,94.61233,65.22202
3103,120.3075,67.90056
3104,131.5245,64.42244
3105,113.3743,68.23998
3106,128.8175,70.01671
3107,131.9522,67.25105
3108,117.6487,67.28007
3109,129.6283,69.48821
3110,136.9585,69.50486
3111,120.5675,68.0898
3112,127.7017,68.09624
3113,113.0571,64.59835
3114,117.784,67.63863
3115,145.8644,69.07559
3116,123.7503,65.43751
3117,116.2935,66.04755
3118,113.2922,67.38822
3119,121.8236,68.74094
3120,132.4644,66.68207
3121,116.5027,67.10251
3122,148.798,68.72578
3123,134.2309,69.95585
3124,151.6437,71.48969
3125,128.2832,66.69291
3126,110.6266,65.37967
3127,126.1888,67.59507
3128,113.8593,67.65455
3129,125.494,68.68263
3130,125.2317,69.58679
3131,123.4402,68.37402
3132,131.6798,67.93581
3133,133.7783,65.44645
3134,117.4608,68.37812
3135,134.5618,70.02962
3136,125.3948,66.48126
3137,114.1902,69.02608
3138,144.8532,69.55202
3139,132.2021,64.80997
3140,107.7373,65.70656
3141,140.2288,65.72803
3142,121.7152,68.21876
3143,125.5649,65.86034
3144,126.6267,65.16426
3145,135.9602,66.96428
3146,105.6245,63.75844
3147,146.4008,69.96035
3148,106.2849,69.29626
3149,117.985,65.18388
3150,107.4966,67.37365
3151,119.6316,69.76312
3152,116.4881,65.20697
3153,124.9947,66.31364
3154,118.0293,66.74365
3155,128.5441,65.57241
3156,134.7298,71.05515
3157,135.8658,69.28167
3158,136.3061,71.77797
3159,104.7024,63.53338
3160,120.3953,69.75851
3161,118.3091,66.7395
3162,122.1245,66.76099
3163,156.2465,72.16716
3164,117.265,64.34648
3165,128.9281,69.25366
3166,129.2408,68.20016
3167,131.1469,67.84238
3168,136.6229,70.54498
3169,110.8818,65.25826
3170,115.5424,67.78738
3171,132.1508,66.79884
3172,137.9186,68.13317
3173,123.0402,67.48449
3174,148.7687,70.4411
3175,123.88,68.33621
3176,138.1734,68.67946
3177,122.3842,67.95136
3178,120.5629,65.92021
3179,121.2805,68.14026
3180,133.4119,67.29912
3181,121.7736,67.43318
3182,122.2608,66.07076
3183,135.9047,69.32562
3184,134.5927,65.89875
3185,117.4154,67.23868
3186,129.311,68.01261
3187,122.403,68.62709
3188,143.2106,67.76031
3189,128.0734,67.54784
3190,107.2961,67.26315
3191,145.4266,71.53453
3192,123.2535,65.06551
3193,115.9394,67.43465
3194,131.1976,69.15557
3195,110.8966,67.10856
3196,132.9513,68.48481
3197,143.3736,68.05629
3198,142.3615,68.40527
3199,138.5403,71.97264
3200,145.0092,67.88635
3201,133.8419,68.93287
3202,106.3258,68.24127
3203,117.3092,66.01267
3204,134.7795,67.37485
3205,141.9627,68.21364
3206,131.9721,68.34543
3207,137.013,68.65931
3208,144.7351,68.84427
3209,143.485,69.03818
3210,127.8782,68.11385
3211,126.0281,67.3109
3212,126.4439,69.49562
3213,127.7448,69.39962
3214,126.2983,67.57502
3215,106.7579,66.43096
3216,122.9471,69.2189
3217,120.9485,66.19304
3218,107.8202,66.59157
3219,135.6921,66.81548
3220,124.7943,68.00225
3221,123.456,69.09045
3222,133.9338,68.6133
3223,157.659,71.62355
3224,133.6369,67.4363
3225,113.7514,65.12769
3226,139.7284,68.87788
3227,123.9196,65.8284
3228,117.2019,67.27468
3229,114.74,68.36412
3230,135.5863,67.98858
3231,130.2303,69.99934
3232,132.3482,66.73116
3233,116.7746,67.47372
3234,122.0863,65.0195
3235,147.136,71.12723
3236,133.6517,67.6698
3237,153.9969,68.77095
3238,135.3549,68.48264
3239,119.5152,66.8768
3240,134.2581,70.54119
3241,126.7798,67.04893
3242,118.7652,67.63647
3243,120.3951,67.57626
3244,148.4787,70.87537
3245,125.14,66.23513
3246,121.4965,67.01055
3247,129.0488,67.64118
3248,134.8018,67.9016
3249,136.4644,69.31483
3250,119.5528,68.22857
3251,135.7446,66.98456
3252,126.1537,67.00963
3253,144.3773,69.95272
3254,99.51504,65.80355
3255,134.0114,68.92933
3256,136.4446,67.70136
3257,133.3008,67.91607
3258,131.6362,66.84068
3259,135.2158,69.99456
3260,118.2191,66.4718
3261,111.0182,64.18564
3262,128.8387,66.246
3263,130.791,68.80963
3264,128.573,67.65907
3265,130.2165,66.77115
3266,131.9436,65.37953
3267,120.2342,66.7844
3268,137.3123,71.27461
3269,120.9979,66.61529
3270,123.3074,65.83005
3271,130.6931,69.57158
3272,139.9829,68.00656
3273,111.38,68.69628
3274,124.9978,66.42314
3275,122.1147,66.99259
3276,129.2041,67.96518
3277,116.8008,68.66471
3278,110.2205,66.61581
3279,131.1351,67.63645
3280,139.0315,70.31626
3281,124.5872,69.75296
3282,124.9637,67.08745
3283,127.0057,68.16256
3284,134.1875,68.10701
3285,155.7074,69.7191
3286,109.6815,66.6639
3287,142.3644,69.21432
3288,125.2237,64.6701
3289,116.4677,67.6419
3290,129.5297,70.95584
3291,129.9618,67.68754
3292,131.11,68.39041
3293,149.2299,70.94659
3294,138.8501,69.3929
3295,128.0364,64.29056
3296,136.6274,70.36687
3297,127.3941,67.04642
3298,130.0724,66.03627
3299,132.3301,67.23901
3300,115.3808,68.4523
3301,121.4437,68.00298
3302,133.5988,68.19927
3303,135.7115,69.15154
3304,138.8835,72.36766
3305,138.5825,70.17575
3306,130.3881,66.89187
3307,130.8938,67.86089
3308,126.4663,69.3241
3309,125.6815,68.85085
3310,108.3695,63.59867
3311,146.0547,67.68177
3312,128.9527,65.92195
3313,138.9407,66.04233
3314,136.7048,68.07077
3315,136.9208,68.53269
3316,121.4656,66.41329
3317,139.0278,67.6551
3318,124.2868,69.39574
3319,135.4026,70.72068
3320,127.7865,69.39895
3321,134.9467,68.70993
3322,130.8867,69.38351
3323,133.5517,69.01409
3324,121.2891,68.84671
3325,130.3173,66.67972
3326,136.6169,64.14012
3327,120.6706,65.45315
3328,132.1766,67.16684
3329,124.0382,67.52493
3330,133.8366,67.17756
3331,131.714,66.73401
3332,117.9912,70.0236
3333,116.4658,67.17283
3334,138.7007,65.18918
3335,127.9768,68.32763
3336,139.9074,72.55002
3337,148.0151,70.71251
3338,140.65,70.88049
3339,130.6093,66.96285
3340,143.0451,69.82684
3341,128.951,65.16431
3342,140.5259,68.23622
3343,142.5733,66.73023
3344,138.9453,72.29547
3345,127.5533,69.16314
3346,115.1545,67.56202
3347,119.6649,65.7718
3348,100.7527,67.4295
3349,122.7841,67.235
3350,146.7835,69.86435
3351,144.7958,71.88676
3352,138.991,68.87227
3353,137.0023,70.04608
3354,137.8343,68.73409
3355,138.8044,69.03486
3356,128.3303,69.26447
3357,124.8418,70.09459
3358,131.6374,70.12595
3359,120.0134,66.54739
3360,117.0774,66.3726
3361,113.9648,65.72273
3362,126.6406,67.65602
3363,108.3562,64.69649
3364,127.2142,66.41005
3365,134.603,69.27872
3366,121.5365,68.63208
3367,145.1284,68.60374
3368,135.204,70.38104
3369,127.5704,69.28461
3370,153.6515,71.64455
3371,155.869,70.37091
3372,121.4609,65.45196
3373,133.8526,69.65595
3374,108.9521,67.69863
3375,130.5425,70.04255
3376,124.0931,67.69758
3377,132.5109,66.856
3378,154.5701,69.87691
3379,124.004,68.5184
3380,127.6985,67.68314
3381,114.26,67.61985
3382,142.7731,69.25373
3383,115.897,68.98349
3384,125.1081,66.98194
3385,119.8153,63.41013
3386,127.3052,68.3495
3387,130.255,70.14263
3388,125.3486,67.67369
3389,118.0148,67.83046
3390,129.468,71.15629
3391,138.4503,70.04469
3392,138.6964,69.45013
3393,134.9735,67.78201
3394,119.6325,65.27229
3395,132.0852,69.44983
3396,132.1945,67.90892
3397,146.9576,68.1636
3398,112.0144,66.37934
3399,129.7229,68.73896
3400,128.9392,69.75201
3401,125.5484,69.44655
3402,102.8549,64.92283
3403,119.4034,64.80108
3404,143.8547,65.84217
3405,129.9632,68.34828
3406,125.1662,68.13534
3407,126.9552,66.32414
3408,112.1237,70.74868
3409,115.0831,67.48997
3410,120.0188,65.8077
3411,122.7409,67.41008
3412,133.5177,68.39969
3413,144.1058,72.19938
3414,146.9261,71.65513
3415,134.0839,70.19523
3416,112.9231,65.92306
3417,142.4875,73.35034
3418,121.3899,64.21849
3419,122.7506,65.70466
3420,136.1054,68.90463
3421,127.8162,68.06195
3422,139.0505,66.85163
3423,124.5701,69.58698
3424,126.8527,69.42478
3425,145.8616,68.02716
3426,136.8975,71.71699
3427,133.4618,66.95183
3428,122.1901,69.74699
3429,115.6403,68.80049
3430,125.377,67.89371
3431,129.2547,68.57659
3432,129.1874,68.72581
3433,133.0704,69.63584
3434,138.0269,68.9713
3435,118.8532,66.8827
3436,142.7606,69.21469
3437,126.2747,67.98056
3438,119.1386,68.56045
3439,117.0603,67.92182
3440,120.454,69.15108
3441,132.1603,69.09773
3442,108.7441,66.92076
3443,106.5115,67.43796
3444,130.2144,67.67848
3445,140.4403,70.02323
3446,124.5214,67.78297
3447,139.3706,72.83169
3448,129.4378,68.05868
3449,129.0994,67.44814
3450,118.2219,65.57065
3451,117.6786,67.59465
3452,140.8622,67.82155
3453,122.6694,68.47258
3454,104.467,63.58771
3455,129.0106,67.95929
3456,124.3217,65.22442
3457,101.9139,66.44894
3458,139.416,67.33704
3459,132.7342,65.69507
3460,132.8116,70.72749
3461,124.3421,67.41511
3462,126.7586,69.76325
3463,119.848,65.37021
3464,111.9376,70.00296
3465,117.26,66.22804
3466,131.8577,71.01952
3467,122.6517,66.66825
3468,117.0445,65.766
3469,117.8609,69.19585
3470,130.8876,66.01043
3471,124.3575,65.81063
3472,131.0505,69.63647
3473,142.083,67.20188
3474,100.3696,67.84033
3475,127.0979,63.55149
3476,124.2054,68.31141
3477,116.5552,65.48001
3478,123.5653,69.58827
3479,111.8548,66.1176
3480,150.1752,71.49457
3481,128.172,70.91224
3482,120.4457,65.08904
3483,110.6689,66.85324
3484,135.7821,67.33053
3485,145.8887,70.41812
3486,144.6908,70.74812
3487,128.3047,69.897
3488,137.1886,68.29767
3489,127.2593,67.83703
3490,122.1945,65.24423
3491,139.6043,67.84894
3492,129.817,70.42564
3493,152.9847,70.55525
3494,123.5425,67.88636
3495,137.7755,69.7096
3496,116.3106,67.07269
3497,125.4909,71.88822
3498,134.9234,71.28254
3499,116.9673,66.61757
3500,131.029,69.33248
3501,138.2493,69.17119
3502,117.0109,68.93099
3503,117.1889,65.39211
3504,133.3265,66.40145
3505,121.4286,65.97157
3506,122.2767,65.61777
3507,129.2964,67.1943
3508,106.9673,65.74682
3509,118.7342,64.34058
3510,112.0218,65.27557
3511,133.4833,71.37011
3512,127.5429,68.13757
3513,131.366,72.05393
3514,114.9957,65.7047
3515,125.5866,67.07598
3516,84.86345,63.96935
3517,129.4427,65.26358
3518,126.9647,65.97301
3519,139.8538,68.28892
3520,120.6804,65.81249
3521,127.4184,64.11914
3522,120.0865,67.02094
3523,132.7904,69.03252
3524,123.4864,68.99289
3525,114.4503,64.41882
3526,112.938,67.15633
3527,116.9251,68.76733
3528,133.9261,69.01892
3529,128.2645,66.76233
3530,107.0685,68.18232
3531,128.2196,67.28745
3532,126.5592,68.65317
3533,125.8611,71.06665
3534,134.6115,70.31177
3535,152.1181,72.4691
3536,135.5056,68.8736
3537,115.9514,64.68847
3538,127.6565,68.1288
3539,141.0621,67.36526
3540,109.572,65.60339
3541,122.3788,68.0437
3542,134.2059,69.28083
3543,134.8058,68.87006
3544,108.4165,68.5515
3545,121.5254,70.402
3546,131.4848,70.89245
3547,112.824,63.57508
3548,129.2959,69.96784
3549,144.6551,69.86404
3550,123.2584,67.43349
3551,130.0755,65.953
3552,97.84025,66.51685
3553,133.7803,66.59374
3554,106.5226,64.82036
3555,139.4665,68.76391
3556,116.868,67.24653
3557,133.7579,67.62134
3558,118.9108,66.16322
3559,122.3291,67.42497
3560,127.3678,68.65199
3561,114.0066,67.41315
3562,137.0083,68.24549
3563,110.0077,66.02486
3564,132.9911,65.25809
3565,132.3932,69.91392
3566,117.5234,65.79089
3567,130.4334,67.71449
3568,117.7587,68.29458
3569,117.7477,65.61141
3570,129.0761,67.78179
3571,105.6364,64.30338
3572,131.7766,67.30706
3573,131.8757,68.96485
3574,125.9879,64.97931
3575,123.8861,69.07887
3576,133.0366,67.39433
3577,131.1858,67.27351
3578,126.7371,67.64179
3579,151.614,70.45489
3580,147.1926,69.09422
3581,134.7624,66.0667
3582,133.445,67.70438
3583,111.2501,66.985
3584,117.0386,65.46653
3585,129.8079,68.69845
3586,99.27518,66.04072
3587,128.5692,66.09431
3588,151.548,69.80498
3589,139.3895,67.73859
3590,120.0516,66.68205
3591,124.0676,68.9189
3592,137.5999,67.06468
3593,129.4912,65.256
3594,139.801,68.3313
3595,148.5226,68.39086
3596,120.6246,67.84685
3597,138.6642,66.37815
3598,92.37513,63.32113
3599,136.5421,66.57084
3600,118.2089,67.88983
3601,138.6145,70.94094
3602,135.6715,69.91224
3603,104.5861,64.89822
3604,128.2748,69.46685
3605,125.4858,68.56738
3606,143.8794,66.53162
3607,125.3511,68.6378
3608,126.3358,70.90025
3609,139.7274,71.26396
3610,116.2366,67.13527
3611,97.79781,64.80236
3612,136.8521,70.67036
3613,112.7896,66.13501
3614,112.5529,64.77081
3615,120.7636,68.35648
3616,119.3536,68.24493
3617,135.4753,67.7318
3618,140.4543,67.04488
3619,142.0555,69.94917
3620,126.8512,64.50981
3621,123.1267,67.87716
3622,118.3477,68.61556
3623,134.5331,68.08104
3624,116.8814,66.35068
3625,108.9156,66.71224
3626,134.9529,71.16146
3627,109.5924,64.76054
3628,106.5216,66.75144
3629,119.4936,66.73685
3630,137.7906,69.68151
3631,151.0354,70.72413
3632,121.4853,68.34441
3633,146.7791,67.6858
3634,140.0306,66.98729
3635,116.5077,69.43833
3636,140.7913,70.35311
3637,140.0969,68.29063
3638,131.6661,69.81605
3639,144.0462,68.07763
3640,136.5389,69.63007
3641,124.5183,67.94658
3642,123.3439,66.66861
3643,140.3326,72.54964
3644,125.1353,65.96495
3645,142.2247,68.73999
3646,156.3537,73.25271
3647,113.8671,63.8433
3648,120.7632,66.96921
3649,120.6478,67.68747
3650,139.8202,66.81228
3651,119.0638,66.72332
3652,141.0105,68.9021
3653,143.4254,69.92563
3654,133.5108,69.85536
3655,137.0878,69.32382
3656,121.7154,66.59092
3657,127.9174,68.85426
3658,113.4724,66.54029
3659,128.0828,65.65814
3660,131.776,69.30998
3661,138.2634,70.17204
3662,125.758,67.97014
3663,120.3874,66.85274
3664,129.0463,67.93626
3665,136.391,72.43693
3666,130.0804,67.58597
3667,118.5302,68.61381
3668,129.8475,70.42389
3669,119.5325,66.40833
3670,138.3516,70.57091
3671,128.9593,69.79777
3672,116.8005,67.34701
3673,123.1326,66.40224
3674,116.9304,64.68881
3675,126.5974,69.53955
3676,141.1934,69.43648
3677,131.6094,69.36832
3678,109.3029,67.02639
3679,116.408,68.60035
3680,101.3305,64.90605
3681,147.9165,73.6704
3682,141.2402,68.37014
3683,138.8869,68.3104
3684,148.5007,64.51584
3685,101.0513,66.12992
3686,125.7223,65.38495
3687,106.3269,65.11549
3688,126.3894,67.05783
3689,134.2725,66.99532
3690,125.6528,67.08079
3691,113.2531,65.28833
3692,119.5911,68.09544
3693,116.2576,66.6868
3694,143.6987,68.33953
3695,112.5571,66.84266
3696,131.1388,68.83968
3697,95.74545,61.8934
3698,113.6203,65.73799
3699,141.3191,68.72588
3700,116.9133,67.8244
3701,124.2022,67.01202
3702,117.5665,65.5611
3703,119.2307,67.55321
3704,114.5048,67.1303
3705,130.0058,67.64061
3706,140.4851,66.83182
3707,144.0058,68.27516
3708,131.2024,69.44828
3709,126.2305,69.58545
3710,104.6225,66.7071
3711,121.5126,68.19325
3712,135.9547,69.13191
3713,136.2738,66.59378
3714,131.7593,66.48656
3715,118.7403,66.37289
3716,139.42,70.71575
3717,129.0818,67.15897
3718,114.4204,67.76901
3719,113.1913,65.18164
3720,112.5536,67.83932
3721,157.6543,68.0491
3722,121.5904,68.58692
3723,119.206,65.95317
3724,136.1093,71.02002
3725,116.8245,69.2108
3726,133.9377,67.16712
3727,119.5375,64.82773
3728,125.1534,71.89734
3729,119.6552,66.29137
3730,136.2859,69.63011
3731,112.4741,66.65205
3732,132.5837,70.56251
3733,131.5466,67.79995
3734,128.4833,68.74825
3735,137.0769,66.84629
3736,112.9767,67.47997
3737,124.5135,67.13893
3738,138.2798,68.40021
3739,136.6706,68.86099
3740,119.2702,66.17409
3741,131.2561,68.84978
3742,129.8508,68.67678
3743,156.1101,69.82135
3744,108.0741,64.2599
3745,136.2846,69.71651
3746,136.9681,70.94085
3747,139.4128,70.06779
3748,135.7171,70.88342
3749,118.6689,65.49529
3750,138.799,68.4804
3751,138.9157,68.51303
3752,118.2547,68.16142
3753,135.3357,71.95866
3754,129.262,64.75487
3755,135.1908,70.30789
3756,115.1791,67.4222
3757,112.2308,68.24432
3758,122.3013,68.24598
3759,128.2031,68.67772
3760,157.3486,69.45147
3761,128.2287,67.00023
3762,115.0374,68.53583
3763,149.9119,68.09648
3764,118.7213,66.8815
3765,111.8923,64.35721
3766,119.5408,64.95432
3767,121.9841,68.10575
3768,111.1912,66.80947
3769,112.1842,63.88864
3770,106.1061,67.38665
3771,132.2605,68.92239
3772,118.027,68.34907
3773,131.8548,65.8834
3774,122.7493,65.81926
3775,126.4083,67.6519
3776,135.567,69.91178
3777,144.6145,69.43847
3778,133.9108,68.6245
3779,139.0597,68.5874
3780,143.3765,69.96201
3781,133.9215,68.48251
3782,132.9707,70.14044
3783,151.5436,67.69318
3784,140.4279,69.74263
3785,115.8887,64.14704
3786,146.3078,71.15494
3787,135.2438,70.42127
3788,130.0152,69.4086
3789,113.361,67.23391
3790,109.7608,69.52859
3791,155.0882,69.78153
3792,116.5987,65.86011
3793,115.8963,68.53242
3794,123.8453,69.43053
3795,132.1602,70.51721
3796,150.0174,72.46195
3797,123.4049,70.57152
3798,113.7813,64.81039
3799,124.9768,69.14193
3800,140.1938,72.59694
3801,125.6349,67.29902
3802,124.6512,69.3501
3803,115.7152,69.0374
3804,147.7946,71.50733
3805,123.7158,68.58383
3806,137.4837,68.9172
3807,119.3727,69.94709
3808,111.791,68.63514
3809,140.6815,68.30987
3810,142.1807,68.95399
3811,130.6623,65.52576
3812,131.0557,66.58753
3813,118.7635,69.43486
3814,147.6001,70.6428
3815,140.395,68.57866
3816,129.3231,68.1007
3817,125.4514,70.56771
3818,107.0565,64.97452
3819,128.0846,67.85384
3820,131.245,71.17071
3821,112.3113,67.67057
3822,106.7968,66.04283
3823,125.9164,68.89472
3824,138.7008,66.42827
3825,137.7593,69.42646
3826,110.266,62.6568
3827,128.2726,65.79319
3828,150.3381,71.35208
3829,120.4207,68.54117
3830,118.7461,66.64205
3831,132.3003,67.1013
3832,122.8586,68.09912
3833,116.2164,67.44749
3834,105.9279,68.5689
3835,111.2084,66.74451
3836,115.9255,67.91191
3837,132.6425,67.61468
3838,128.7716,66.79956
3839,105.5009,66.08205
3840,130.8951,69.43398
3841,159.8542,70.06177
3842,113.1131,67.34245
3843,104.7032,65.68008
3844,130.0791,67.65289
3845,146.3133,72.35481
3846,117.9061,64.56198
3847,125.872,66.56321
3848,138.7186,71.88064
3849,119.1382,69.05855
3850,130.1311,68.84729
3851,127.2486,68.33558
3852,120.0823,67.20373
3853,116.7898,66.94024
3854,112.1004,65.6925
3855,137.4236,70.55858
3856,112.1502,66.3239
3857,141.3789,66.31961
3858,121.7461,68.77019
3859,130.3465,68.93596
3860,129.2123,70.19784
3861,141.6059,69.15846
3862,107.7722,66.52917
3863,141.4952,69.76951
3864,112.1581,68.33707
3865,116.3208,66.71052
3866,128.5199,64.93669
3867,102.9057,65.06581
3868,114.4447,67.19588
3869,114.5452,65.6155
3870,115.0009,68.21154
3871,151.5781,71.8127
3872,118.7079,65.23439
3873,132.6379,67.84537
3874,115.3378,66.17647
3875,133.5897,69.61315
3876,132.5006,66.18245
3877,134.514,67.84508
3878,126.1625,69.0936
3879,131.3628,66.12316
3880,116.0727,65.15822
3881,141.3766,69.79407
3882,127.3607,67.00234
3883,140.2001,69.13726
3884,126.6507,65.81826
3885,121.9858,68.20344
3886,134.2045,66.89907
3887,102.086,65.04452
3888,117.7314,66.1717
3889,114.6211,62.93166
3890,117.4963,64.48357
3891,111.7542,66.64624
3892,151.933,72.41441
3893,122.983,71.79969
3894,123.3884,65.66078
3895,107.7347,66.93932
3896,138.8617,70.22759
3897,130.7491,68.20998
3898,108.817,67.03876
3899,119.7924,70.72651
3900,132.67,67.43797
3901,144.247,69.02832
3902,130.1898,71.08333
3903,119.8506,66.59033
3904,112.1475,62.84458
3905,112.6016,65.01513
3906,126.6749,68.89573
3907,120.368,67.52318
3908,136.2017,71.56209
3909,114.942,69.91081
3910,116.1331,65.74474
3911,131.3966,67.86476
3912,126.219,69.34915
3913,126.8313,66.56305
3914,106.6708,64.98952
3915,136.3548,66.28774
3916,144.8283,68.22623
3917,121.2425,68.71834
3918,113.9096,67.34642
3919,133.1979,69.45129
3920,118.7312,68.58821
3921,139.5328,67.13792
3922,122.4766,66.17703
3923,136.7334,65.11882
3924,162.1526,68.98184
3925,116.1377,69.70654
3926,116.3873,65.9028
3927,122.7559,66.40799
3928,125.8107,69.68697
3929,127.1985,71.32231
3930,126.21,69.39616
3931,127.4093,67.10007
3932,121.4686,64.84823
3933,120.1281,65.97406
3934,130.8887,69.40242
3935,148.6699,70.24875
3936,108.979,66.76364
3937,132.1438,68.54135
3938,145.2904,72.31585
3939,124.1218,66.13369
3940,106.0457,65.52533
3941,140.4934,66.8421
3942,122.1607,68.54828
3943,135.7089,67.23496
3944,137.9068,67.89102
3945,123.7723,67.07543
3946,131.1289,68.87056
3947,127.832,65.48833
3948,131.0884,66.94598
3949,116.698,67.94876
3950,139.1882,65.11113
3951,144.2813,69.22852
3952,117.3348,68.87917
3953,127.2578,69.73424
3954,138.2181,70.79565
3955,143.3238,68.12213
3956,122.4926,67.55313
3957,137.4736,66.07053
3958,113.759,66.64782
3959,135.4559,67.54927
3960,111.8086,67.41612
3961,123.1259,64.1913
3962,133.1484,67.52166
3963,107.8398,65.95635
3964,125.8836,67.61855
3965,129.0219,65.95909
3966,113.9079,69.49194
3967,134.568,67.69417
3968,127.7878,64.78748
3969,139.1262,71.3001
3970,112.8285,66.61133
3971,121.8472,66.40129
3972,124.1304,70.76906
3973,118.0629,68.70195
3974,135.7574,69.27545
3975,109.264,67.14179
3976,144.7036,69.40629
3977,142.5173,69.69594
3978,137.1694,67.20823
3979,113.3993,67.59632
3980,144.7135,70.77557
3981,128.8462,66.95587
3982,117.0118,67.91794
3983,116.0326,65.76874
3984,132.8327,69.03038
3985,134.5132,67.53969
3986,124.705,64.10668
3987,128.7712,68.20174
3988,135.5603,68.42812
3989,146.5841,70.21228
3990,123.0704,68.22553
3991,132.6394,67.75587
3992,139.4887,70.5536
3993,130.7106,67.1115
3994,102.3817,66.50872
3995,121.6264,67.80339
3996,114.8121,66.82898
3997,117.0249,66.51285
3998,116.0381,68.00268
3999,116.7343,67.30483
4000,119.0783,67.32611
4001,126.7983,69.00102
4002,131.9365,67.75162
4003,135.9003,67.085
4004,151.5006,69.0139
4005,143.9136,66.13638
4006,131.5241,66.74555
4007,130.233,66.32903
4008,123.9503,65.30345
4009,126.6311,69.79829
4010,115.4643,67.5243
4011,148.2436,71.02928
4012,129.9518,69.46091
4013,135.4124,69.36777
4014,141.1859,68.57098
4015,109.5643,62.44964
4016,124.3412,68.97793
4017,118.4281,65.21731
4018,126.0679,67.07967
4019,132.1985,68.77673
4020,132.1617,68.66629
4021,121.8407,65.65796
4022,147.0148,67.81659
4023,135.6229,68.49369
4024,131.8871,67.72209
4025,149.6975,67.18182
4026,132.2867,68.74487
4027,145.1882,70.54344
4028,113.6369,67.49034
4029,121.888,70.04011
4030,131.9355,66.14103
4031,116.7342,63.03853
4032,113.1662,65.8375
4033,132.9761,70.09381
4034,101.8479,65.46276
4035,119.4606,66.72609
4036,126.3196,67.15508
4037,116.5061,67.89972
4038,124.3345,66.83955
4039,137.2975,66.33542
4040,157.9877,69.98947
4041,136.793,69.19394
4042,144.8892,71.8433
4043,116.363,67.96111
4044,125.536,67.8762
4045,109.135,64.85023
4046,128.7879,71.00028
4047,148.7167,68.9177
4048,108.4191,68.11801
4049,120.7972,68.45508
4050,119.9403,66.1659
4051,141.8006,68.09431
4052,116.4363,67.04148
4053,136.4958,67.9941
4054,162.0645,70.03532
4055,137.99,69.71898
4056,127.9705,66.11294
4057,124.0973,66.512
4058,147.0929,72.14119
4059,136.034,66.26162
4060,134.9883,68.6341
4061,108.4088,67.01999
4062,115.87,68.50946
4063,132.7811,66.65107
4064,150.0321,69.13504
4065,124.4084,66.3268
4066,125.2378,69.03467
4067,131.125,68.41501
4068,120.474,68.81498
4069,126.7877,69.71434
4070,119.4332,69.71611
4071,121.7583,68.46316
4072,127.8974,66.76387
4073,113.6724,65.40254
4074,123.8685,70.56984
